gender|SeniorCitizen|Partner|Dependents|tenure|PhoneService|MultipleLines|InternetService|OnlineSecurity|OnlineBackup|DeviceProtection|TechSupport|StreamingTV|StreamingMovies|Contract|PaperlessBilling|PaymentMethod|MonthlyCharges|TotalCharges|Churn|PaymentMethods|tenures|Contracts|MultipleLiness|Partners|Dependentss|PhoneServices|InternetServices|OnlineSecuritys|OnlineBackups|DeviceProtections|TechSupports|StreamingTVs|StreamingMoviess|PaperlessBillings|churned|SeniorCitizens|MonthlyChargess|TotalChargess
Male|0.0|Yes|No|66.0|Yes|Yes|Fiber optic|Yes|No|Yes|No|Yes|Yes|Two year|Yes|Credit card (automatic)|106.05|6981.35|Yes|3.0|23.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|458.0|1040.0
Male|0.0|No|No|56.0|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Yes|Month-to-month|Yes|Mailed check|105.35|5794.45|No|1.0|28.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|171.0|4004.0
Male|0.0|No|Yes|18.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|45.65|747.2|No|3.0|19.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|314.0|4754.0
Female|0.0|Yes|Yes|16.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|79.95|1267.95|No|3.0|27.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|151.0|2238.0
Female|0.0|No|No|68.0|Yes|No|DSL|Yes|No|Yes|No|No|No|One year|Yes|Credit card (automatic)|54.45|3674.95|No|3.0|15.0|2.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|166.0|691.0
Female|1.0|Yes|No|53.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Credit card (automatic)|25.1|1275.6|No|3.0|45.0|1.0|1.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|1.0|28.0|2332.0
Female|0.0|Yes|Yes|72.0|Yes|Yes|DSL|Yes|No|Yes|Yes|Yes|Yes|Two year|No|Credit card (automatic)|84.7|5893.9|No|3.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|220.0|4369.0
Male|0.0|No|No|9.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|75.85|724.65|No|0.0|10.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|453.0|4433.0
Female|0.0|No|No|30.0|Yes|No|DSL|Yes|No|No|No|No|No|Month-to-month|Yes|Mailed check|48.8|1536.75|No|1.0|40.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|161.0|5597.0
Female|0.0|No|No|36.0|Yes|Yes|Fiber optic|No|Yes|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|99.15|3615.6|Yes|0.0|71.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|203.0|5877.0
Female|0.0|No|No|18.0|No|No phone service|DSL|No|No|Yes|Yes|No|No|Month-to-month|Yes|Electronic check|35.2|607.3|No|0.0|19.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|811.0|4223.0
Female|1.0|Yes|Yes|55.0|Yes|Yes|DSL|Yes|No|Yes|Yes|Yes|No|One year|No|Electronic check|76.25|4154.55|No|0.0|63.0|2.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|739.0|5505.0
Female|0.0|Yes|No|39.0|No|No phone service|DSL|Yes|No|Yes|No|Yes|Yes|Month-to-month|No|Electronic check|55.9|2184.35|Yes|0.0|69.0|0.0|2.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|399.0|4611.0
Male|0.0|No|No|21.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|82.35|1852.85|Yes|0.0|64.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1546.0|379.0
Male|0.0|No|No|2.0|No|No phone service|DSL|No|Yes|Yes|Yes|No|No|Month-to-month|Yes|Credit card (automatic)|40.4|77.15|Yes|3.0|2.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|916.0|351.0
Male|1.0|No|No|33.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|Yes|Bank transfer (automatic)|24.9|847.8|No|2.0|62.0|2.0|1.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|1.0|84.0|1764.0
Male|0.0|Yes|No|44.0|No|No phone service|DSL|No|Yes|Yes|No|Yes|Yes|Two year|No|Bank transfer (automatic)|54.3|2390.45|No|2.0|70.0|1.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|300.0|3952.0
Female|0.0|Yes|Yes|30.0|Yes|No|DSL|Yes|No|No|Yes|No|Yes|Month-to-month|No|Bank transfer (automatic)|66.3|1923.5|No|2.0|40.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|923.0|2915.0
Female|0.0|Yes|No|71.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Bank transfer (automatic)|20.9|1493.2|No|2.0|5.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|88.0|201.0
Female|0.0|No|No|4.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|No|Electronic check|75.35|338.1|Yes|0.0|4.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|47.0|4089.0
Male|0.0|No|Yes|35.0|Yes|No|Fiber optic|No|No|Yes|No|Yes|No|One year|Yes|Electronic check|85.15|3030.6|Yes|0.0|24.0|2.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|201.0|2500.0
Male|0.0|Yes|No|1.0|Yes|No|Fiber optic|No|No|Yes|No|No|No|Month-to-month|No|Credit card (automatic)|75.35|75.35|No|3.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|47.0|41.0
Male|1.0|Yes|No|23.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|104.45|2184.85|No|0.0|26.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|365.0|3954.0
Female|0.0|No|Yes|22.0|No|No phone service|DSL|No|No|Yes|No|Yes|Yes|One year|Yes|Credit card (automatic)|49.45|1031.4|No|3.0|22.0|2.0|2.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|403.0|4095.0
Female|0.0|No|Yes|49.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Credit card (automatic)|19.45|921.3|No|3.0|53.0|2.0|0.0|0.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|21.0|1925.0
Female|0.0|Yes|Yes|42.0|Yes|No|Fiber optic|No|No|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|92.15|3875.4|No|0.0|58.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|887.0|4267.0
Female|0.0|Yes|Yes|33.0|Yes|No|Fiber optic|No|No|Yes|No|Yes|Yes|One year|Yes|Electronic check|93.8|3124.5|Yes|0.0|62.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|354.0|6410.0
Female|0.0|Yes|Yes|7.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|19.85|144.15|No|1.0|7.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|1.0|355.0
Female|0.0|Yes|Yes|67.0|Yes|Yes|Fiber optic|Yes|No|Yes|Yes|No|Yes|One year|Yes|Bank transfer (automatic)|100.25|6689.0|No|2.0|18.0|2.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|336.0|5318.0
Male|0.0|No|No|15.0|Yes|Yes|Fiber optic|No|Yes|No|Yes|No|Yes|Month-to-month|No|Electronic check|95.7|1451.1|No|0.0|16.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|380.0|6345.0
Male|0.0|Yes|No|67.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|No|Yes|Two year|Yes|Electronic check|93.15|6368.2|No|0.0|18.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|791.0|5585.0
Male|0.0|Yes|Yes|53.0|Yes|No|DSL|Yes|Yes|No|Yes|Yes|No|Two year|Yes|Mailed check|69.7|3729.6|No|1.0|45.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|90.0|3648.0
Male|0.0|Yes|Yes|21.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Mailed check|19.8|350.1|No|1.0|64.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|11.0|3649.0
Female|0.0|Yes|Yes|40.0|Yes|No|DSL|Yes|Yes|No|Yes|No|Yes|Month-to-month|Yes|Mailed check|71.35|2847.2|No|1.0|61.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|660.0|1105.0
Female|0.0|Yes|Yes|22.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|No|Bank transfer (automatic)|20.75|452.35|No|2.0|22.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|31.0|935.0
Male|0.0|No|No|39.0|No|No phone service|DSL|No|No|No|Yes|No|Yes|Month-to-month|Yes|Electronic check|40.6|1494.5|No|0.0|69.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1036.0|1311.0
Male|0.0|No|No|45.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|Yes|Electronic check|20.4|930.45|Yes|0.0|65.0|2.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|1.0|0.0|19.0|2477.0
Female|0.0|Yes|No|2.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.35|41.85|No|1.0|2.0|0.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|12.0|174.0
Female|0.0|Yes|Yes|57.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|19.75|1272.05|No|2.0|55.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|9.0|4309.0
Male|0.0|Yes|Yes|8.0|Yes|No|DSL|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|54.4|475.1|No|0.0|8.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|352.0|245.0
Male|1.0|Yes|No|7.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|No|Yes|Month-to-month|Yes|Credit card (automatic)|94.7|673.1|Yes|3.0|7.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|181.0|4323.0
Male|0.0|No|No|6.0|No|No phone service|DSL|No|Yes|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|30.5|208.7|Yes|3.0|13.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|602.0|4492.0
Female|0.0|Yes|Yes|7.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.45|150.75|No|1.0|7.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|18.0|2211.0
Male|0.0|No|No|49.0|Yes|Yes|DSL|No|No|No|Yes|Yes|No|Two year|Yes|Bank transfer (automatic)|66.15|3199.0|No|2.0|53.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|609.0|5723.0
Female|0.0|No|No|65.0|Yes|Yes|Fiber optic|Yes|Yes|No|Yes|No|No|One year|Yes|Electronic check|89.85|5844.65|No|0.0|34.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|50.0|6420.0
Female|0.0|No|No|55.0|Yes|No|DSL|No|No|No|No|No|No|One year|No|Bank transfer (automatic)|45.05|2462.6|No|2.0|63.0|2.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|293.0|5661.0
Male|0.0|Yes|Yes|71.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Bank transfer (automatic)|86.85|6263.8|No|2.0|5.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|650.0|2653.0
Male|0.0|No|No|35.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|No|No|Month-to-month|Yes|Mailed check|96.75|3403.4|No|1.0|24.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|437.0|3121.0
Male|1.0|No|No|3.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|77.0|237.75|Yes|0.0|3.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1553.0|1788.0
Female|0.0|No|Yes|11.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Credit card (automatic)|20.1|221.35|Yes|3.0|17.0|0.0|0.0|0.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|13.0|5405.0
Female|0.0|No|No|1.0|Yes|No|Fiber optic|No|No|Yes|No|No|No|Month-to-month|No|Electronic check|75.3|75.3|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|77.0|25.0
Male|0.0|No|No|17.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|No|Month-to-month|Yes|Bank transfer (automatic)|106.65|1672.1|No|2.0|25.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|775.0|198.0
Female|0.0|Yes|No|72.0|Yes|Yes|Fiber optic|Yes|No|Yes|Yes|Yes|Yes|Two year|Yes|Credit card (automatic)|110.15|7881.2|No|3.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|737.0|710.0
Female|0.0|Yes|Yes|28.0|Yes|No|Fiber optic|Yes|No|No|No|No|Yes|One year|Yes|Bank transfer (automatic)|82.85|2320.8|No|2.0|68.0|2.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|587.0|1339.0
Female|0.0|Yes|No|18.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.1|370.5|No|1.0|19.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|13.0|4257.0
Female|1.0|Yes|No|40.0|Yes|No|Fiber optic|No|Yes|No|Yes|Yes|Yes|One year|Yes|Credit card (automatic)|99.2|4062.2|Yes|3.0|61.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|821.0|1049.0
Female|0.0|No|No|52.0|Yes|No|DSL|No|No|Yes|No|No|Yes|Month-to-month|Yes|Electronic check|59.45|3043.7|No|0.0|29.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|134.0|4698.0
Female|0.0|Yes|No|47.0|Yes|No|DSL|No|Yes|No|No|Yes|No|Month-to-month|Yes|Bank transfer (automatic)|58.6|2723.4|No|2.0|48.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|412.0|450.0
Female|0.0|No|No|23.0|Yes|No|DSL|No|No|Yes|No|No|No|Month-to-month|No|Credit card (automatic)|49.7|1081.25|No|3.0|26.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|636.0|2073.0
Male|0.0|Yes|Yes|66.0|Yes|No|DSL|Yes|Yes|Yes|Yes|No|No|Two year|No|Mailed check|65.85|4097.05|No|1.0|23.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|784.0|886.0
Female|0.0|No|No|8.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|73.5|632.2|No|0.0|8.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|417.0|2162.0
Male|1.0|No|No|47.0|Yes|No|Fiber optic|Yes|No|No|No|No|Yes|Month-to-month|No|Mailed check|85.5|4042.3|Yes|1.0|48.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|456.0|2825.0
Female|0.0|No|No|7.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.05|164.85|Yes|1.0|7.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|0.0|5304.0
Female|0.0|Yes|Yes|71.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Credit card (automatic)|113.65|8166.8|No|3.0|5.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|515.0|2291.0
Female|1.0|No|No|50.0|Yes|Yes|Fiber optic|Yes|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|83.4|4113.7|No|0.0|49.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|874.0|1880.0
Male|0.0|Yes|No|46.0|Yes|No|DSL|Yes|Yes|Yes|Yes|No|No|Two year|No|Mailed check|65.65|3047.15|No|1.0|37.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|441.0|5721.0
Male|0.0|No|No|1.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|No|Electronic check|70.4|70.4|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|142.0|4187.0
Female|0.0|No|No|66.0|No|No phone service|DSL|Yes|No|Yes|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|61.35|4193.4|No|2.0|23.0|1.0|2.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|533.0|2440.0
Female|0.0|Yes|No|42.0|Yes|Yes|Fiber optic|No|No|Yes|Yes|No|No|Month-to-month|Yes|Credit card (automatic)|85.9|3729.75|No|3.0|58.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|252.0|220.0
Female|0.0|No|No|5.0|Yes|No|Fiber optic|No|No|No|Yes|No|No|Month-to-month|Yes|Mailed check|75.65|399.45|No|1.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|649.0|3753.0
Male|0.0|Yes|Yes|7.0|Yes|No|DSL|Yes|No|No|No|No|No|One year|Yes|Electronic check|49.75|331.3|Yes|0.0|7.0|2.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|551.0|5751.0
Male|0.0|No|No|29.0|Yes|Yes|DSL|No|Yes|Yes|No|No|Yes|One year|No|Credit card (automatic)|70.9|1964.6|No|3.0|42.0|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|420.0|5694.0
Female|0.0|Yes|Yes|27.0|Yes|No|DSL|No|Yes|No|No|No|No|Month-to-month|No|Mailed check|49.85|1336.15|No|1.0|41.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|114.0|1594.0
Female|1.0|No|No|15.0|Yes|No|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|75.3|1147.45|Yes|3.0|16.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|77.0|2549.0
Female|0.0|Yes|Yes|25.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.1|486.05|No|1.0|31.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|13.0|2237.0
Female|0.0|Yes|No|11.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|94.0|1078.9|Yes|0.0|17.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|124.0|5966.0
Male|0.0|Yes|No|57.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|No|Month-to-month|Yes|Electronic check|103.05|5925.75|No|0.0|55.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|897.0|1619.0
Male|0.0|No|No|67.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|One year|Yes|Bank transfer (automatic)|118.35|7804.15|Yes|2.0|18.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|1212.0|1353.0
Female|1.0|Yes|No|47.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|Yes|Month-to-month|No|Electronic check|99.7|4747.2|No|0.0|48.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|227.0|1741.0
Female|0.0|No|No|13.0|Yes|No|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Mailed check|81.9|1028.9|No|1.0|14.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|855.0|5204.0
Male|0.0|No|No|8.0|No|No phone service|DSL|Yes|No|No|No|No|No|Month-to-month|Yes|Electronic check|30.45|226.45|Yes|0.0|8.0|0.0|2.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1231.0|5704.0
Female|0.0|Yes|No|44.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|96.1|4364.1|Yes|0.0|70.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|320.0|4709.0
Male|0.0|Yes|Yes|71.0|Yes|Yes|DSL|Yes|No|No|No|Yes|No|One year|Yes|Electronic check|66.2|4692.55|No|0.0|5.0|2.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1569.0|5697.0
Male|1.0|Yes|No|24.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Electronic check|104.25|2433.9|Yes|0.0|21.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|827.0|5862.0
Male|1.0|No|No|15.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|80.2|1217.25|Yes|0.0|16.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|216.0|622.0
Female|0.0|No|No|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Electronic check|19.75|19.75|No|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|9.0|1.0
Male|1.0|No|No|2.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Mailed check|72.6|154.3|No|1.0|2.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1173.0|1389.0
Male|1.0|No|No|55.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|Month-to-month|Yes|Electronic check|116.5|6382.55|No|0.0|63.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1564.0|3984.0
Male|1.0|No|No|71.0|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|Yes|Two year|Yes|Electronic check|106.8|7623.2|No|0.0|5.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|658.0|5183.0
